axis	ma      
957.61	7.23E-02
957.97	7.25E-02
958.33	7.26E-02
958.69	7.27E-02
959.05	7.29E-02
959.41	7.30E-02
959.77	7.31E-02
960.13	7.33E-02
960.49	7.34E-02
960.85	7.35E-02
961.21	7.37E-02
961.57	7.38E-02
961.93	7.39E-02
962.29	7.41E-02
962.65	7.42E-02
963.01	7.43E-02
963.37	7.45E-02
963.73	7.46E-02
964.09	7.48E-02
964.45	7.49E-02
964.81	7.50E-02
965.17	7.52E-02
965.53	7.53E-02
965.89	7.55E-02
966.25	7.56E-02
966.61	7.57E-02
966.97	7.59E-02
967.33	7.60E-02
967.69	7.62E-02
968.05	7.63E-02
968.41	7.65E-02
968.77	7.66E-02
969.13	7.67E-02
969.49	7.69E-02
969.85	7.70E-02
970.21	7.72E-02
970.57	7.73E-02
970.93	7.75E-02
971.29	7.76E-02
971.65	7.78E-02
972.01	7.79E-02
972.37	7.81E-02
972.73	7.82E-02
973.09	7.84E-02
973.45	7.85E-02
973.81	7.87E-02
974.17	7.88E-02
974.53	7.90E-02
974.89	7.91E-02
975.25	7.93E-02
975.61	7.94E-02
975.97	7.96E-02
976.33	7.97E-02
976.69	7.99E-02
977.05	8.00E-02
977.41	8.02E-02
977.77	8.03E-02
978.13	8.05E-02
978.49	8.06E-02
978.85	8.08E-02
979.21	8.10E-02
979.57	8.11E-02
979.93	8.13E-02
980.29	8.14E-02
980.65	8.16E-02
981.01	8.17E-02
981.37	8.19E-02
981.73	8.21E-02
982.09	8.22E-02
982.45	8.24E-02
982.81	8.25E-02
983.17	8.27E-02
983.53	8.29E-02
983.89	8.30E-02
984.25	8.32E-02
984.61	8.34E-02
984.97	8.35E-02
985.33	8.37E-02
985.69	8.39E-02
986.05	8.40E-02
986.41	8.42E-02
986.77	8.44E-02
987.13	8.45E-02
987.49	8.47E-02
987.85	8.49E-02
988.21	8.50E-02
988.57	8.52E-02
988.93	8.54E-02
989.29	8.55E-02
989.65	8.57E-02
990.01	8.59E-02
990.37	8.60E-02
990.73	8.62E-02
991.09	8.64E-02
991.45	8.66E-02
991.81	8.67E-02
992.17	8.69E-02
992.53	8.71E-02
992.89	8.73E-02
993.25	8.74E-02
993.61	8.76E-02
993.97	8.78E-02
994.33	8.80E-02
994.69	8.82E-02
995.05	8.83E-02
995.41	8.85E-02
995.77	8.87E-02
996.13	8.89E-02
996.49	8.91E-02
996.85	8.92E-02
997.21	8.94E-02
997.57	8.96E-02
997.93	8.98E-02
998.29	9.00E-02
998.65	9.02E-02
999.01	9.03E-02
999.37	9.05E-02
999.73	9.07E-02
1000.09	9.09E-02
1000.45	9.11E-02
1000.81	9.13E-02
1001.17	9.15E-02
1001.53	9.17E-02
1001.89	9.19E-02
1002.25	9.20E-02
1002.61	9.22E-02
1002.97	9.24E-02
1003.33	9.26E-02
1003.69	9.28E-02
1004.05	9.30E-02
1004.41	9.32E-02
1004.77	9.34E-02
1005.13	9.36E-02
1005.49	9.38E-02
1005.85	9.40E-02
1006.21	9.42E-02
1006.57	9.44E-02
1006.93	9.46E-02
1007.29	9.48E-02
1007.65	9.50E-02
1008.01	9.52E-02
1008.37	9.54E-02
1008.73	9.56E-02
1009.09	9.58E-02
1009.45	9.60E-02
1009.81	9.62E-02
1010.17	9.64E-02
1010.53	9.66E-02
1010.89	9.68E-02
1011.25	9.70E-02
1011.61	9.72E-02
1011.97	9.74E-02
1012.33	9.77E-02
1012.69	9.79E-02
1013.05	9.81E-02
1013.41	9.83E-02
1013.77	9.85E-02
1014.13	9.87E-02
1014.49	9.89E-02
1014.85	9.91E-02
1015.21	9.94E-02
1015.57	9.96E-02
1015.93	9.98E-02
1016.29	0.100000135
1016.65	0.100217949
1017.01	0.100436495
1017.37	0.100655778
1017.73	0.1008758
1018.09	0.101096564
1018.45	0.101318075
1018.81	0.101540335
1019.17	0.101763348
1019.53	0.101987117
1019.89	0.102211646
1020.25	0.102436938
1020.61	0.102662997
1020.97	0.102889825
1021.33	0.103117428
1021.69	0.103345807
1022.05	0.103574968
1022.41	0.103804912
1022.77	0.104035644
1023.13	0.104267168
1023.49	0.104499487
1023.85	0.104732605
1024.21	0.104966525
1024.57	0.105201252
1024.93	0.105436788
1025.29	0.105673138
1025.65	0.105910305
1026.01	0.106148293
1026.37	0.106387107
1026.73	0.106626749
1027.09	0.106867224
1027.45	0.107108535
1027.81	0.107350687
1028.17	0.107593683
1028.53	0.107837527
1028.89	0.108082223
1029.25	0.108327776
1029.61	0.108574189
1029.97	0.108821466
1030.33	0.109069612
1030.69	0.10931863
1031.05	0.109568524
1031.41	0.109819299
1031.77	0.110070959
1032.13	0.110323508
1032.49	0.11057695
1032.85	0.11083129
1033.21	0.111086531
1033.57	0.111342678
1033.93	0.111599735
1034.29	0.111857707
1034.65	0.112116597
1035.01	0.112376411
1035.37	0.112637153
1035.73	0.112898827
1036.09	0.113161437
1036.45	0.113424988
1036.81	0.113689486
1037.17	0.113954933
1037.53	0.114221335
1037.89	0.114488696
1038.25	0.114757021
1038.61	0.115026315
1038.97	0.115296581
1039.33	0.115567826
1039.69	0.115840054
1040.05	0.116113269
1040.41	0.116387476
1040.77	0.11666268
1041.13	0.116938886
1041.49	0.117216099
1041.85	0.117494324
1042.21	0.117773565
1042.57	0.118053828
1042.93	0.118335118
1043.29	0.118617439
1043.65	0.118900797
1044.01	0.119185196
1044.37	0.119470643
1044.73	0.119757142
1045.09	0.120044698
1045.45	0.120333316
1045.81	0.120623002
1046.17	0.120913761
1046.53	0.121205599
1046.89	0.12149852
1047.25	0.12179253
1047.61	0.122087635
1047.97	0.12238384
1048.33	0.12268115
1048.69	0.122979571
1049.05	0.123279108
1049.41	0.123579768
1049.77	0.123881555
1050.14	0.124184475
1050.5	0.124488535
1050.86	0.12479374
1051.22	0.125100095
1051.58	0.125407606
1051.94	0.125716279
1052.3	0.126026121
1052.66	0.126337136
1053.02	0.126649332
1053.38	0.126962713
1053.74	0.127277286
1054.1	0.127593057
1054.46	0.127910033
1054.82	0.128228218
1055.18	0.12854762
1055.54	0.128868245
1055.9	0.129190098
1056.26	0.129513187
1056.62	0.129837517
1056.98	0.130163095
1057.34	0.130489927
1057.7	0.13081802
1058.06	0.131147381
1058.42	0.131478015
1058.78	0.13180993
1059.14	0.132143131
1059.5	0.132477627
1059.86	0.132813423
1060.22	0.133150526
1060.58	0.133488943
1060.94	0.133828681
1061.3	0.134169746
1061.66	0.134512146
1062.02	0.134855888
1062.38	0.135200979
1062.74	0.135547425
1063.1	0.135895235
1063.46	0.136244414
1063.82	0.136594971
1064.18	0.136946912
1064.54	0.137300245
1064.9	0.137654977
1065.26	0.138011116
1065.62	0.138368668
1065.98	0.138727643
1066.34	0.139088046
1066.7	0.139449886
1067.06	0.139813171
1067.42	0.140177908
1067.78	0.140544104
1068.14	0.140911768
1068.5	0.141280908
1068.86	0.141651531
1069.22	0.142023646
1069.58	0.142397259
1069.94	0.142772381
1070.3	0.143149018
1070.66	0.143527179
1071.02	0.143906872
1071.38	0.144288105
1071.74	0.144670887
1072.1	0.145055226
1072.46	0.14544113
1072.82	0.145828609
1073.18	0.146217671
1073.54	0.146608323
1073.9	0.147000576
1074.26	0.147394437
1074.62	0.147789916
1074.98	0.148187022
1075.34	0.148585763
1075.7	0.148986148
1076.06	0.149388187
1076.42	0.149791888
1076.78	0.150197261
1077.14	0.150604315
1077.5	0.15101306
1077.86	0.151423504
1078.22	0.151835658
1078.58	0.15224953
1078.94	0.15266513
1079.3	0.153082468
1079.66	0.153501554
1080.02	0.153922397
1080.38	0.154345007
1080.74	0.154769395
1081.1	0.155195569
1081.46	0.155623541
1081.82	0.15605332
1082.18	0.156484917
1082.54	0.156918341
1082.9	0.157353604
1083.26	0.157790715
1083.62	0.158229685
1083.98	0.158670524
1084.34	0.159113244
1084.7	0.159557855
1085.06	0.160004367
1085.42	0.160452792
1085.78	0.160903141
1086.14	0.161355424
1086.5	0.161809653
1086.86	0.162265838
1087.22	0.162723992
1087.58	0.163184125
1087.94	0.163646248
1088.3	0.164110375
1088.66	0.164576515
1089.02	0.165044681
1089.38	0.165514884
1089.74	0.165987136
1090.1	0.166461449
1090.46	0.166937836
1090.82	0.167416308
1091.18	0.167896877
1091.54	0.168379556
1091.9	0.168864357
1092.26	0.169351293
1092.62	0.169840376
1092.98	0.170331618
1093.34	0.170825033
1093.7	0.171320633
1094.06	0.171818432
1094.42	0.172318442
1094.78	0.172820676
1095.14	0.173325148
1095.5	0.17383187
1095.86	0.174340857
1096.22	0.174852122
1096.58	0.175365678
1096.94	0.175881539
1097.3	0.17639972
1097.66	0.176920233
1098.02	0.177443093
1098.38	0.177968314
1098.74	0.17849591
1099.1	0.179025896
1099.46	0.179558286
1099.82	0.180093095
1100.18	0.180630337
1100.54	0.181170027
1100.9	0.18171218
1101.26	0.182256811
1101.62	0.182803935
1101.98	0.183353567
1102.34	0.183905723
1102.7	0.184460418
1103.06	0.185017668
1103.42	0.185577489
1103.78	0.186139895
1104.14	0.186704904
1104.5	0.187272531
1104.86	0.187842793
1105.22	0.188415705
1105.58	0.188991285
1105.94	0.189569548
1106.3	0.190150512
1106.66	0.190734193
1107.02	0.191320609
1107.38	0.191909776
1107.74	0.192501712
1108.1	0.193096434
1108.46	0.193693959
1108.82	0.194294305
1109.18	0.194897491
1109.54	0.195503533
1109.9	0.19611245
1110.26	0.19672426
1110.62	0.197338982
1110.98	0.197956634
1111.34	0.198577234
1111.7	0.199200802
1112.06	0.199827356
1112.42	0.200456915
1112.78	0.201089499
1113.14	0.201725127
1113.5	0.202363818
1113.86	0.203005593
1114.22	0.203650471
1114.58	0.204298472
1114.94	0.204949617
1115.3	0.205603925
1115.66	0.206261417
1116.02	0.206922114
1116.38	0.207586037
1116.74	0.208253207
1117.1	0.208923644
1117.46	0.209597371
1117.82	0.210274408
1118.18	0.210954778
1118.54	0.211638503
1118.9	0.212325604
1119.26	0.213016103
1119.62	0.213710024
1119.98	0.214407388
1120.34	0.215108219
1120.7	0.215812539
1121.06	0.216520372
1121.42	0.217231742
1121.78	0.21794667
1122.14	0.218665183
1122.5	0.219387302
1122.86	0.220113053
1123.22	0.22084246
1123.58	0.221575547
1123.94	0.22231234
1124.3	0.223052863
1124.66	0.223797141
1125.02	0.2245452
1125.38	0.225297065
1125.74	0.226052762
1126.1	0.226812318
1126.46	0.227575758
1126.82	0.22834311
1127.18	0.229114399
1127.54	0.229889652
1127.9	0.230668898
1128.26	0.231452163
1128.62	0.232239475
1128.98	0.233030862
1129.34	0.233826351
1129.7	0.234625972
1130.06	0.235429753
1130.42	0.236237723
1130.78	0.237049911
1131.14	0.237866346
1131.5	0.238687057
1131.86	0.239512076
1132.22	0.240341431
1132.58	0.241175154
1132.94	0.242013275
1133.3	0.242855824
1133.66	0.243702834
1134.02	0.244554335
1134.38	0.24541036
1134.74	0.246270939
1135.1	0.247136107
1135.46	0.248005895
1135.82	0.248880336
1136.18	0.249759463
1136.54	0.25064331
1136.9	0.251531911
1137.26	0.2524253
1137.62	0.25332351
1137.98	0.254226578
1138.34	0.255134537
1138.7	0.256047423
1139.06	0.256965272
1139.42	0.25788812
1139.78	0.258816003
1140.14	0.259748957
1140.5	0.26068702
1140.86	0.261630229
1141.22	0.262578621
1141.58	0.263532235
1141.94	0.264491109
1142.3	0.26545528
1142.66	0.26642479
1143.02	0.267399676
1143.38	0.268379979
1143.74	0.269365738
1144.1	0.270356995
1144.46	0.27135379
1144.82	0.272356163
1145.18	0.273364158
1145.54	0.274377816
1145.9	0.275397179
1146.26	0.276422289
1146.62	0.277453191
1146.98	0.278489928
1147.34	0.279532544
1147.7	0.280581083
1148.06	0.28163559
1148.42	0.28269611
1148.78	0.28376269
1149.14	0.284835374
1149.5	0.28591421
1149.86	0.286999245
1150.23	0.288090526
1150.59	0.289188101
1150.95	0.290292019
1151.31	0.291402328
1151.67	0.292519077
1152.03	0.293642317
1152.39	0.294772097
1152.75	0.295908469
1153.11	0.297051483
1153.47	0.298201191
1153.83	0.299357645
1154.19	0.300520899
1154.55	0.301691006
1154.91	0.302868018
1155.27	0.304051991
1155.63	0.305242979
1155.99	0.306441038
1156.35	0.307646224
1156.71	0.308858593
1157.07	0.310078201
1157.43	0.311305108
1157.79	0.31253937
1158.15	0.313781046
1158.51	0.315030197
1158.87	0.316286881
1159.23	0.317551159
1159.59	0.318823093
1159.95	0.320102744
1160.31	0.321390174
1160.67	0.322685447
1161.03	0.323988626
1161.39	0.325299775
1161.75	0.326618959
1162.11	0.327946244
1162.47	0.329281696
1162.83	0.330625381
1163.19	0.331977368
1163.55	0.333337725
1163.91	0.334706521
1164.27	0.336083825
1164.63	0.337469707
1164.99	0.33886424
1165.35	0.340267495
1165.71	0.341679543
1166.07	0.34310046
1166.43	0.344530319
1166.79	0.345969194
1167.15	0.347417162
1167.51	0.348874298
1167.87	0.350340681
1168.23	0.351816389
1168.59	0.353301499
1168.95	0.354796093
1169.31	0.35630025
1169.67	0.357814052
1170.03	0.359337581
1170.39	0.360870921
1170.75	0.362414156
1171.11	0.36396737
1171.47	0.365530649
1171.83	0.367104081
1172.19	0.368687752
1172.55	0.370281752
1172.91	0.37188617
1173.27	0.373501097
1173.63	0.375126624
1173.99	0.376762845
1174.35	0.378409851
1174.71	0.380067739
1175.07	0.381736604
1175.43	0.383416542
1175.79	0.385107652
1176.15	0.386810031
1176.51	0.38852378
1176.87	0.390249
1177.23	0.391985794
1177.59	0.393734263
1177.95	0.395494513
1178.31	0.39726665
1178.67	0.399050779
1179.03	0.40084701
1179.39	0.402655451
1179.75	0.404476212
1180.11	0.406309405
1180.47	0.408155144
1180.83	0.410013542
1181.19	0.411884714
1181.55	0.413768778
1181.91	0.415665851
1182.27	0.417576053
1182.63	0.419499505
1182.99	0.421436329
1183.35	0.423386648
1183.71	0.425350588
1184.07	0.427328275
1184.43	0.429319837
1184.79	0.431325404
1185.15	0.433345105
1185.51	0.435379075
1185.87	0.437427446
1186.23	0.439490354
1186.59	0.441567937
1186.95	0.443660333
1187.31	0.445767682
1187.67	0.447890127
1188.03	0.450027811
1188.39	0.452180879
1188.75	0.45434948
1189.11	0.456533761
1189.47	0.458733874
1189.83	0.46094997
1190.19	0.463182204
1190.55	0.465430733
1190.91	0.467695714
1191.27	0.469977308
1191.63	0.472275675
1191.99	0.474590981
1192.35	0.47692339
1192.71	0.479273071
1193.07	0.481640193
1193.43	0.484024929
1193.79	0.486427453
1194.15	0.488847941
1194.51	0.491286571
1194.87	0.493743523
1195.23	0.496218982
1195.59	0.498713132
1195.95	0.501226159
1196.31	0.503758255
1196.67	0.506309611
1197.03	0.508880422
1197.39	0.511470884
1197.75	0.514081198
1198.11	0.516711565
1198.47	0.519362189
1198.83	0.522033279
1199.19	0.524725043
1199.55	0.527437694
1199.91	0.530171447
1200.27	0.532926521
1200.63	0.535703135
1200.99	0.538501514
1201.35	0.541321883
1201.71	0.544164473
1202.07	0.547029516
1202.43	0.549917246
1202.79	0.552827903
1203.15	0.555761727
1203.51	0.558718964
1203.87	0.561699862
1204.23	0.564704672
1204.59	0.567733647
1204.95	0.570787047
1205.31	0.573865132
1205.67	0.576968167
1206.03	0.580096421
1206.39	0.583250165
1206.75	0.586429675
1207.11	0.58963523
1207.47	0.592867112
1207.83	0.59612561
1208.19	0.599411013
1208.55	0.602723616
1208.91	0.606063718
1209.27	0.609431622
1209.63	0.612827633
1209.99	0.616252064
1210.35	0.61970523
1210.71	0.62318745
1211.07	0.626699048
1211.43	0.630240353
1211.79	0.633811699
1212.15	0.637413422
1212.51	0.641045866
1212.87	0.644709377
1213.23	0.648404308
1213.59	0.652131016
1213.95	0.655889863
1214.31	0.659681216
1214.67	0.663505449
1215.03	0.667362937
1215.39	0.671254066
1215.75	0.675179223
1216.11	0.679138803
1216.47	0.683133205
1216.83	0.687162835
1217.19	0.691228106
1217.55	0.695329433
1217.91	0.699467241
1218.27	0.70364196
1218.63	0.707854025
1218.99	0.712103878
1219.35	0.71639197
1219.71	0.720718755
1220.07	0.725084695
1220.43	0.72949026
1220.79	0.733935925
1221.15	0.738422174
1221.51	0.742949497
1221.87	0.747518391
1222.23	0.752129363
1222.59	0.756782924
1222.95	0.761479595
1223.31	0.766219905
1223.67	0.77100439
1224.03	0.775833595
1224.39	0.780708072
1224.75	0.785628383
1225.11	0.790595098
1225.47	0.795608795
1225.83	0.800670063
1226.19	0.805779499
1226.55	0.810937708
1226.91	0.816145306
1227.27	0.821402918
1227.63	0.826711179
1227.99	0.832070734
1228.35	0.837482238
1228.71	0.842946358
1229.07	0.848463768
1229.43	0.854035155
1229.79	0.859661218
1230.15	0.865342665
1230.51	0.871080216
1230.87	0.876874604
1231.23	0.882726572
1231.59	0.888636875
1231.95	0.894606283
1232.31	0.900635574
1232.67	0.906725543
1233.03	0.912876995
1233.39	0.919090751
1233.75	0.925367642
1234.11	0.931708516
1234.47	0.938114234
1234.83	0.94458567
1235.19	0.951123715
1235.55	0.957729272
1235.91	0.964403262
1236.27	0.971146619
1236.63	0.977960295
1236.99	0.984845257
1237.35	0.991802488
1237.71	0.998832989
1238.07	1.005937777
1238.43	1.013117886
1238.79	1.020374369
1239.15	1.027708298
1239.51	1.03512076
1239.87	1.042612865
1240.23	1.05018574
1240.59	1.057840531
1240.95	1.065578407
1241.31	1.073400555
1241.67	1.081308183
1242.03	1.089302521
1242.39	1.097384823
1242.75	1.10555636
1243.11	1.113818431
1243.47	1.122172355
1243.83	1.130619477
1244.19	1.139161164
1244.55	1.147798809
1244.91	1.15653383
1245.27	1.16536767
1245.63	1.174301801
1245.99	1.183337719
1246.35	1.192476948
1246.71	1.201721041
1247.07	1.21107158
1247.43	1.220530175
1247.79	1.230098467
1248.15	1.239778127
1248.51	1.249570857
1248.87	1.259478393
1249.23	1.269502502
1249.59	1.279644983
1249.95	1.289907673
1250.32	1.30029244
1250.68	1.310801191
1251.04	1.321435866
1251.4	1.332198447
1251.76	1.343090949
1252.12	1.35411543
1252.48	1.365273986
1252.84	1.376568754
1253.2	1.388001914
1253.56	1.399575687
1253.92	1.411292338
1254.28	1.423154178
1254.64	1.435163563
1255	1.447322896
1255.36	1.459634626
1255.72	1.472101255
1256.08	1.484725331
1256.44	1.497509457
1256.8	1.510456285
1257.16	1.523568524
1257.52	1.536848935
1257.88	1.550300338
1258.24	1.563925611
1258.6	1.577727687
1258.96	1.591709565
1259.32	1.605874302
1259.68	1.620225019
1260.04	1.634764905
1260.4	1.649497212
1260.76	1.664425262
1261.12	1.679552447
1261.48	1.694882229
1261.84	1.710418145
1262.2	1.726163806
1262.56	1.742122901
1262.92	1.758299198
1263.28	1.774696545
1263.64	1.791318872
1264	1.808170197
1264.36	1.825254622
1264.72	1.84257634
1265.08	1.860139635
1265.44	1.877948885
1265.8	1.896008563
1266.16	1.914323243
1266.52	1.932897598
1266.88	1.951736406
1267.24	1.970844551
1267.6	1.990227026
1267.96	2.009888935
1268.32	2.0298355
1268.68	2.050072057
1269.04	2.070604064
1269.4	2.091437105
1269.76	2.112576889
1270.12	2.134029257
1270.48	2.155800182
1270.84	2.177895776
1271.2	2.200322292
1271.56	2.223086128
1271.92	2.246193829
1272.28	2.269652096
1272.64	2.293467783
1273	2.317647906
1273.36	2.342199648
1273.72	2.367130358
1274.08	2.392447563
1274.44	2.418158966
1274.8	2.444272454
1275.16	2.470796103
1275.52	2.497738182
1275.88	2.52510716
1276.24	2.552911709
1276.6	2.581160711
1276.96	2.609863263
1277.32	2.639028685
1277.68	2.668666521
1278.04	2.698786553
1278.4	2.729398799
1278.76	2.760513525
1279.12	2.792141251
1279.48	2.824292755
1279.84	2.856979084
1280.2	2.890211559
1280.56	2.924001782
1280.92	2.958361648
1281.28	2.993303346
1281.64	3.028839373
1282	3.06498254
1282.36	3.101745981
1282.72	3.139143163
1283.08	3.177187891
1283.44	3.215894323
1283.8	3.255276976
1284.16	3.295350736
1284.52	3.336130871
1284.88	3.377633037
1285.24	3.419873291
1285.6	3.462868103
1285.96	3.506634364
1286.32	3.551189402
1286.68	3.596550987
1287.04	3.642737351
1287.4	3.689767193
1287.76	3.737659696
1288.12	3.786434539
1288.48	3.836111909
1288.84	3.886712515
1289.2	3.9382576
1289.56	3.99076896
1289.92	4.044268949
1290.28	4.098780505
1290.64	4.154327154
1291	4.210933031
1291.36	4.268622893
1291.72	4.327422135
1292.08	4.387356805
1292.44	4.448453619
1292.8	4.51073998
1293.16	4.574243988
1293.52	4.638994461
1293.88	4.70502095
1294.24	4.772353754
1294.6	4.841023934
1294.96	4.911063336
1295.32	4.982504599
1295.68	5.055381175
1296.04	5.129727343
1296.4	5.205578224
1296.76	5.282969798
1297.12	5.361938914
1297.48	5.442523309
1297.84	5.524761616
1298.2	5.608693379
1298.56	5.694359064
1298.92	5.78180007
1299.28	5.871058735
1299.64	5.962178347
1300	6.055203151
1300.36	6.150178349
1300.72	6.247150105
1301.08	6.346165548
1301.44	6.447272764
1301.8	6.550520798
1302.16	6.65595964
1302.52	6.763640218
1302.88	6.873614381
1303.24	6.985934882
1303.6	7.100655352
1303.96	7.217830274
1304.32	7.337514951
1304.68	7.459765461
1305.04	7.584638617
1305.4	7.712191909
1305.76	7.842483447
1306.12	7.975571893
1306.48	8.111516379
1306.84	8.250376421
1307.2	8.392211821
1307.56	8.537082559
1307.92	8.685048665
1308.28	8.836170092
1308.64	8.990506556
1309	9.148117377
1309.36	9.309061296
1309.72	9.473396272
1310.08	9.641179265
1310.44	9.812465998
1310.8	9.987310691
1311.16	10.16576578
1311.52	10.34788162
1311.88	10.53370611
1312.24	10.72328439
1312.6	10.91665841
1312.96	11.11386653
1313.32	11.31494303
1313.68	11.51991769
1314.04	11.72881523
1314.4	11.94165475
1314.76	12.15844917
1315.12	12.37920458
1315.48	12.6039196
1315.84	12.83258467
1316.2	13.0651813
1316.56	13.30168132
1316.92	13.54204605
1317.28	13.78622547
1317.64	14.03415734
1318	14.28576628
1318.36	14.54096287
1318.72	14.79964264
1319.08	15.06168515
1319.44	15.32695299
1319.8	15.59529078
1320.16	15.86652417
1320.52	16.14045893
1320.88	16.41687991
1321.24	16.69555023
1321.6	16.97621033
1321.96	17.25857722
1322.32	17.54234374
1322.68	17.82717792
1323.04	18.11272252
1323.4	18.39859458
1323.76	18.68438525
1324.12	18.96965971
1324.48	19.25395732
1324.84	19.53679196
1325.2	19.81765263
1325.56	20.09600429
1325.92	20.37128897
1326.28	20.64292716
1326.64	20.91031952
1327	21.17284888
1327.36	21.42988254
1327.72	21.68077496
1328.08	21.92487064
1328.44	22.16150745
1328.8	22.39002013
1329.16	22.60974408
1329.52	22.82001951
1329.88	23.02019558
1330.24	23.20963493
1330.6	23.38771817
1330.96	23.55384853
1331.32	23.70745646
1331.68	23.84800424
1332.04	23.97499043
1332.4	24.08795413
1332.76	24.18647909
1333.12	24.27019738
1333.48	24.3387928
1333.84	24.3920038
1334.2	24.42962596
1334.56	24.45151395
1334.92	24.45758291
1335.28	24.44780926
1335.64	24.42223098
1336	24.38094717
1336.36	24.32411717
1336.72	24.25195897
1337.08	24.16474714
1337.44	24.0628103
1337.8	23.94652798
1338.16	23.81632727
1338.52	23.67267892
1338.88	23.51609325
1339.24	23.34711586
1339.6	23.16632307
1339.96	22.97431737
1340.32	22.77172278
1340.68	22.55918021
1341.04	22.33734299
1341.4	22.10687242
1341.76	21.86843359
1342.12	21.62269137
1342.48	21.37030665
1342.84	21.11193288
1343.2	20.84821284
1343.56	20.57977582
1343.92	20.307235
1344.28	20.03118526
1344.64	19.7522012
1345	19.47083553
1345.36	19.18761776
1345.72	18.90305312
1346.08	18.61762181
1346.44	18.33177845
1346.8	18.04595178
1347.16	17.76054457
1347.52	17.47593374
1347.88	17.19247057
1348.24	16.91048116
1348.6	16.63026696
1348.96	16.3521054
1349.32	16.07625065
1349.68	15.80293443
1350.05	15.53236691
1350.41	15.26473757
1350.77	15.00021623
1351.13	14.73895397
1351.49	14.48108415
1351.85	14.22672338
1352.21	13.9759725
1352.57	13.72891757
1352.93	13.48563082
1353.29	13.24617153
1353.65	13.010587
1354.01	12.77891336
1354.37	12.55117646
1354.73	12.32739261
1355.09	12.1075694
1355.45	11.89170641
1355.81	11.67979588
1356.17	11.47182339
1356.53	11.26776847
1356.89	11.06760517
1357.25	10.87130261
1357.61	10.67882551
1357.97	10.49013464
1358.33	10.30518725
1358.69	10.12393754
1359.05	9.946336983
1359.41	9.772334721
1359.77	9.60187787
1360.13	9.434911834
1360.49	9.271380578
1360.85	9.111226886
1361.21	8.954392598
1361.57	8.80081882
1361.93	8.650446123
1362.29	8.503214721
1362.65	8.359064632
1363.01	8.217935823
1363.37	8.079768349
1363.73	7.944502462
1364.09	7.812078729
1364.45	7.682438121
1364.81	7.555522098
1365.17	7.43127269
1365.53	7.30963256
1365.89	7.190545062
1366.25	7.073954296
1366.61	6.959805148
1366.97	6.848043332
1367.33	6.73861542
1367.69	6.631468869
1368.05	6.526552044
1368.41	6.423814235
1368.77	6.323205673
1369.13	6.224677537
1369.49	6.128181964
1369.85	6.033672053
1370.21	5.941101863
1370.57	5.850426417
1370.93	5.761601695
1371.29	5.674584633
1371.65	5.589333112
1372.01	5.505805954
1372.37	5.423962908
1372.73	5.343764646
1373.09	5.265172745
1373.45	5.188149678
1373.81	5.1126588
1374.17	5.038664334
1374.53	4.966131358
1374.89	4.895025786
1375.25	4.82531436
1375.61	4.756964627
1375.97	4.689944927
1376.33	4.624224378
1376.69	4.559772858
1377.05	4.496560989
1377.41	4.434560123
1377.77	4.373742324
1378.13	4.314080352
1378.49	4.255547649
1378.85	4.198118321
1379.21	4.141767124
1379.57	4.086469447
1379.93	4.0322013
1380.29	3.978939296
1380.65	3.926660635
1381.01	3.875343094
1381.37	3.824965009
1381.73	3.775505262
1382.09	3.726943269
1382.45	3.679258962
1382.81	3.63243278
1383.17	3.586445655
1383.53	3.541278997
1383.89	3.496914685
1384.25	3.453335052
1384.61	3.410522874
1384.97	3.36846136
1385.33	3.327134137
1385.69	3.286525243
1386.05	3.246619114
1386.41	3.207400572
1386.77	3.168854819
1387.13	3.130967424
1387.49	3.09372431
1387.85	3.057111753
1388.21	3.021116366
1388.57	2.985725089
1388.93	2.950925188
1389.29	2.916704237
1389.65	2.883050117
1390.01	2.849951003
1390.37	2.817395359
1390.73	2.785371929
1391.09	2.753869729
1391.45	2.722878043
1391.81	2.69238641
1392.17	2.662384624
1392.53	2.632862721
1392.89	2.603810978
1393.25	2.575219901
1393.61	2.547080226
1393.97	2.519382904
1394.33	2.492119104
1394.69	2.465280202
1395.05	2.438857776
1395.41	2.412843603
1395.77	2.387229651
1396.13	2.362008078
1396.49	2.337171221
1396.85	2.312711596
1397.21	2.288621893
1397.57	2.264894969
1397.93	2.241523846
1398.29	2.218501705
1398.65	2.195821885
1399.01	2.173477872
1399.37	2.151463305
1399.73	2.129771963
1400.09	2.108397769
1400.45	2.087334778
1400.81	2.066577182
1401.17	2.046119301
1401.53	2.025955581
1401.89	2.006080594
1402.25	1.986489029
1402.61	1.967175694
1402.97	1.94813551
1403.33	1.929363509
1403.69	1.910854834
1404.05	1.89260473
1404.41	1.874608548
1404.77	1.856861739
1405.13	1.839359851
1405.49	1.822098529
1405.85	1.80507351
1406.21	1.788280623
1406.57	1.771715786
1406.93	1.755375001
1407.29	1.739254359
1407.65	1.723350028
1408.01	1.707658261
1408.37	1.692175388
1408.73	1.676897814
1409.09	1.66182202
1409.45	1.646944561
1409.81	1.632262061
1410.17	1.617771214
1410.53	1.603468784
1410.89	1.589351598
1411.25	1.57541655
1411.61	1.561660597
1411.97	1.548080755
1412.33	1.534674103
1412.69	1.521437779
1413.05	1.508368976
1413.41	1.495464945
1413.77	1.482722991
1414.13	1.470140472
1414.49	1.4577148
